description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
regulation of postsynaptic membrane potential	GO:0060078	1	345	49	18004	0.6130072814374564	0.6628502135920141	1.0650103519668737	0	CHRNB2
cell communication	GO:0007154	1	345	49	18004	0.6130072814374564	0.6628502135920141	1.0650103519668737	0	KREMEN1
bicellular tight junction assembly	GO:0070830	1	345	50	18004	0.6204432317411618	0.6679105076147452	1.0437101449275363	0	RAB13
mRNA export from nucleus	GO:0006406	1	345	50	18004	0.6204432317411618	0.6679105076147452	1.0437101449275363	0	CHTOP
negative regulation of cell adhesion	GO:0007162	1	345	50	18004	0.6204432317411618	0.6679105076147452	1.0437101449275363	0	CD164
fertilization	GO:0009566	1	345	50	18004	0.6204432317411618	0.6679105076147452	1.0437101449275363	0	UBE2Q1
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	GO:0006890	1	345	50	18004	0.6204432317411618	0.6679105076147452	1.0437101449275363	0	GOLPH3L
protein destabilization	GO:0031648	1	345	50	18004	0.6204432317411618	0.6679105076147452	1.0437101449275363	0	XBP1
positive regulation of blood vessel endothelial cell migration	GO:0043536	1	345	50	18004	0.6204432317411618	0.6679105076147452	1.0437101449275363	0	GATA2
erythrocyte differentiation	GO:0030218	1	345	50	18004	0.6204432317411618	0.6679105076147452	1.0437101449275363	0	ADAR
ephrin receptor signaling pathway	GO:0048013	1	345	50	18004	0.6204432317411618	0.6679105076147452	1.0437101449275363	0	ANKS1A
protein O-linked glycosylation	GO:0006493	1	345	51	18004	0.6277367086877961	0.675095543218976	1.0232452401250356	0	TET2
positive regulation of fat cell differentiation	GO:0045600	1	345	51	18004	0.6277367086877961	0.675095543218976	1.0232452401250356	0	XBP1
antimicrobial humoral immune response mediated by antimicrobial peptide	GO:0061844	2	345	111	18004	0.6309259905745547	0.6781910228896519	0.9402794098446272	0	TOR2A, KRT6A
positive regulation of ERK1 and ERK2 cascade	GO:0070374	4	345	226	18004	0.6321247670716633	0.6791448852134472	0.9236372963960499	0	PTEN, MAP2K1, SHC1, FERMT2
mitotic spindle organization	GO:0007052	1	345	52	18004	0.6348904342682132	0.6811097083811968	1.0035674470457079	0	BCCIP
anion transmembrane transport	GO:0098656	1	345	52	18004	0.6348904342682132	0.6811097083811968	1.0035674470457079	0	SLC26A9
embryonic skeletal system morphogenesis	GO:0048704	1	345	52	18004	0.6348904342682132	0.6811097083811968	1.0035674470457079	0	HOXA9
protein deubiquitination	GO:0016579	2	345	113	18004	0.6406073070444801	0.686567339884035	0.9236372963960499	0	USP20, USP39
positive regulation of neuron projection development	GO:0010976	2	345	113	18004	0.6406073070444801	0.686567339884035	0.9236372963960499	0	ITGA6, ADNP
negative regulation of protein ubiquitination	GO:0031397	1	345	53	18004	0.6419070786619036	0.6872848986556758	0.9846322121957889	0	GTPBP4
cognition	GO:0050890	1	345	53	18004	0.6419070786619036	0.6872848986556758	0.9846322121957889	0	CHRNB2
regulation of RNA splicing	GO:0043484	1	345	54	18004	0.6487892611648239	0.69295268295812	0.9663982823403113	0	MBNL1
response to mechanical stimulus	GO:0009612	1	345	54	18004	0.6487892611648239	0.69295268295812	0.9663982823403113	0	MMP14
nervous system process	GO:0050877	1	345	54	18004	0.6487892611648239	0.69295268295812	0.9663982823403113	0	CHRNB2
sensory perception of pain	GO:0019233	1	345	54	18004	0.6487892611648239	0.69295268295812	0.9663982823403113	0	CHRNB2
cellular response to virus	GO:0098586	1	345	54	18004	0.6487892611648239	0.69295268295812	0.9663982823403113	0	ADAR
regulation of synaptic plasticity	GO:0048167	1	345	55	18004	0.6555395511066279	0.6994773781622091	0.9488274044795785	0	ATF4
T cell activation	GO:0042110	1	345	55	18004	0.6555395511066279	0.6994773781622091	0.9488274044795785	0	RAB29
immune system process	GO:0002376	10	345	570	18004	0.656482930328375	0.7001414528343207	0.915535214848716	0	ADAR, TTLL12, TRIM8, NLRP10, TOLLIP, CD81, LIME1, MX1, ATM, TBK1
protein glycosylation	GO:0006486	3	345	176	18004	0.6588398545952754	0.7023116925084534	0.8895256916996047	0	B3GAT1, ST6GALNAC4, DPM1
regulation of small GTPase mediated signal transduction	GO:0051056	2	345	117	18004	0.6593694120351773	0.7025328224957117	0.8920599529295181	0	MYO9B, RHOD
substrate adhesion-dependent cell spreading	GO:0034446	1	345	56	18004	0.6621604690056568	0.7041306596301011	0.9318840579710145	0	FERMT2
response to calcium ion	GO:0051592	1	345	56	18004	0.6621604690056568	0.7041306596301011	0.9318840579710145	0	CCND1
positive regulation of smooth muscle cell proliferation	GO:0048661	1	345	56	18004	0.6621604690056568	0.7041306596301011	0.9318840579710145	0	MYC
cellular response to cAMP	GO:0071320	1	345	56	18004	0.6621604690056568	0.7041306596301011	0.9318840579710145	0	RAPGEF3
negative regulation of protein kinase B signaling	GO:0051898	1	345	57	18004	0.6686544871855695	0.7086178020173601	0.9155352148487159	0	PTEN
negative regulation of G1/S transition of mitotic cell cycle	GO:2000134	1	345	57	18004	0.6686544871855695	0.7086178020173601	0.9155352148487159	0	PTEN
stem cell population maintenance	GO:0019827	1	345	57	18004	0.6686544871855695	0.7086178020173601	0.9155352148487159	0	TRIM8
defense response to Gram-positive bacterium	GO:0050830	2	345	119	18004	0.6684528604013269	0.7086178020173601	0.8770673486786019	0	KRT6A, TBK1
phosphatidylinositol phosphate biosynthetic process	GO:0046854	1	345	57	18004	0.6686544871855695	0.7086178020173601	0.9155352148487159	0	PIK3C2B
negative regulation of peptidase activity	GO:0010466	2	345	119	18004	0.6684528604013269	0.7086178020173601	0.8770673486786019	0	SPINT1, SPINT2
sphingolipid metabolic process	GO:0006665	1	345	57	18004	0.6686544871855695	0.7086178020173601	0.9155352148487159	0	CERS2
positive regulation of synapse assembly	GO:0051965	1	345	58	18004	0.6750240309588393	0.7143267401849727	0.8997501249375313	0	ADNP
keratinocyte differentiation	GO:0030216	1	345	58	18004	0.6750240309588393	0.7143267401849727	0.8997501249375313	0	MAP2K1
negative regulation of Wnt signaling pathway	GO:0030178	1	345	58	18004	0.6750240309588393	0.7143267401849727	0.8997501249375313	0	ZNRF3
insulin receptor signaling pathway	GO:0008286	1	345	59	18004	0.6812714793589595	0.7202390191380953	0.8845001228199459	0	SHC1
protein secretion	GO:0009306	1	345	59	18004	0.6812714793589595	0.7202390191380953	0.8845001228199459	0	RAB13
response to bacterium	GO:0009617	2	345	123	18004	0.6860325642265772	0.7249210380708163	0.8485448332744198	0	RAB29, BAIAP2L1
regulation of mRNA stability	GO:0043488	1	345	60	18004	0.6873991661396388	0.7253108763186029	0.8697584541062803	0	ZFP36L2
synapse organization	GO:0050808	1	345	60	18004	0.6873991661396388	0.7253108763186029	0.8697584541062803	0	PPFIBP2
excitatory postsynaptic potential	GO:0060079	1	345	60	18004	0.6873991661396388	0.7253108763186029	0.8697584541062803	0	CHRNB2
negative regulation of angiogenesis	GO:0016525	2	345	124	18004	0.6903064894480522	0.7280263314730183	0.8417017297802711	0	KLK3, SHC1
regulation of cell adhesion	GO:0030155	1	345	61	18004	0.6934093805735769	0.7302394297590398	0.8555001187930625	0	SOX9
response to peptide hormone	GO:0043434	1	345	61	18004	0.6934093805735769	0.7302394297590398	0.8555001187930625	0	CDKN1B
negative regulation of cell differentiation	GO:0045596	1	345	61	18004	0.6934093805735769	0.7302394297590398	0.8555001187930625	0	SKIL
meiotic cell cycle	GO:0051321	2	345	125	18004	0.6945325068198821	0.7310692072269126	0.834968115942029	0	RAD51, HORMAD1
positive regulation of canonical Wnt signaling pathway	GO:0090263	2	345	126	18004	0.6987108770678094	0.7347581595394852	0.828341384863124	0	PRDM15, RUVBL1
positive regulation of protein kinase B signaling	GO:0051897	2	345	126	18004	0.6987108770678094	0.7347581595394852	0.828341384863124	0	XBP1, FERMT2
protein dephosphorylation	GO:0006470	3	345	188	18004	0.7019217907843937	0.7374236154627951	0.8327474560592044	0	PTEN, TAB1, DUSP8
protein polyubiquitination	GO:0000209	3	345	188	18004	0.7019217907843937	0.7374236154627951	0.8327474560592044	0	LRSAM1, TRIM3, UBE2Q1
response to glucocorticoid	GO:0051384	1	345	64	18004	0.7107574325428603	0.7449120424680338	0.8153985507246376	0	CCND1
adenylate cyclase-modulating G protein-coupled receptor signaling pathway	GO:0007188	1	345	64	18004	0.7107574325428603	0.7449120424680338	0.8153985507246376	0	AVPR1B
positive regulation of interleukin-8 production	GO:0032757	1	345	64	18004	0.7107574325428603	0.7449120424680338	0.8153985507246376	0	NLRP10
SMAD protein signal transduction	GO:0060395	1	345	64	18004	0.7107574325428603	0.7449120424680338	0.8153985507246376	0	GDF7
collagen fibril organization	GO:0030199	1	345	64	18004	0.7107574325428603	0.7449120424680338	0.8153985507246376	0	COL2A1
apoptotic signaling pathway	GO:0097190	1	345	65	18004	0.7163197896130789	0.7493014202139688	0.8028539576365664	0	SENP1
anatomical structure development	GO:0048856	1	345	65	18004	0.7163197896130789	0.7493014202139688	0.8028539576365664	0	HOXA11
positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	3	345	192	18004	0.7153306703520336	0.7493014202139688	0.8153985507246377	0	S100A13, TRIM8, TBK1
regulation of circadian rhythm	GO:0042752	1	345	65	18004	0.7163197896130789	0.7493014202139688	0.8028539576365664	0	KDM2A
nucleic acid phosphodiester bond hydrolysis	GO:0090305	2	345	131	18004	0.7188976562878252	0.751637482437079	0.7967253014714017	0	RAD9A, HMGA1
negative regulation of signal transduction	GO:0009968	1	345	66	18004	0.7217754823934707	0.753649454575484	0.790689503732982	0	RGS17
neuron projection morphogenesis	GO:0048812	1	345	66	18004	0.7217754823934707	0.753649454575484	0.790689503732982	0	PACSIN1
actin cytoskeleton organization	GO:0030036	3	345	194	18004	0.7218586476883018	0.753649454575484	0.8069923800986105	0	ARFIP2, NUAK2, PDLIM5
cellular response to tumor necrosis factor	GO:0071356	2	345	132	18004	0.7227960177102393	0.7542670404909243	0.790689503732982	0	ZFP36L2, NKX3-1
transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	2	345	133	18004	0.7266487489870342	0.7576985219559149	0.7847444698703281	0	SHC1, LMTK2
negative regulation of neuron death	GO:1901215	1	345	67	18004	0.7271265504143649	0.7576985219559149	0.7788881678563703	0	PM20D1
regulation of protein phosphorylation	GO:0001932	1	345	67	18004	0.7271265504143649	0.7576985219559149	0.7788881678563703	0	RAD51
positive regulation of protein kinase activity	GO:0045860	1	345	68	18004	0.7323749944525892	0.7628031819011926	0.7674339300937767	0	JTB
DNA replication	GO:0006260	2	345	135	18004	0.7342185716221036	0.7643583316027723	0.7731186258722491	0	RTEL1, KAT7
learning or memory	GO:0007611	1	345	69	18004	0.7375227769209646	0.7670658924485568	0.7563116992228524	0	PTEN
endosomal transport	GO:0016197	1	345	69	18004	0.7375227769209646	0.7670658924485568	0.7563116992228524	0	RAB13
ion transport	GO:0006811	11	345	669	18004	0.7397254033854364	0.7689900404116475	0.8580576677281687	0	SLC39A1, SLC22A3, SLC41A1, SLC22A1, KCNAB3, CHRNB2, KCNN3, SFXN2, SLC26A9, SLC22A2, ATP2B1
positive regulation of B cell activation	GO:0050871	1	345	70	18004	0.7425718230321614	0.7708468091542808	0.7455072463768115	0	CD81
cellular response to mechanical stimulus	GO:0071260	1	345	70	18004	0.7425718230321614	0.7708468091542808	0.7455072463768115	0	SOX9
positive regulation of protein binding	GO:0032092	1	345	70	18004	0.7425718230321614	0.7708468091542808	0.7455072463768115	0	TERT
killing of cells of another organism	GO:0031640	1	345	71	18004	0.7475240211421689	0.7748811264786456	0.7350071443151663	0	TOR2A
fat cell differentiation	GO:0045444	1	345	71	18004	0.7475240211421689	0.7748811264786456	0.7350071443151663	0	CCND1
protein autoubiquitination	GO:0051865	1	345	71	18004	0.7475240211421689	0.7748811264786456	0.7350071443151663	0	LRSAM1
potassium ion transmembrane transport	GO:0071805	2	345	139	18004	0.7488246651059713	0.7758606150100349	0.7508706078615369	0	KCNAB3, KCNN3
positive regulation of endothelial cell proliferation	GO:0001938	1	345	73	18004	0.7571452476235241	0.783736964910729	0.7148699622791345	0	ARNT
gene expression	GO:0010467	1	345	73	18004	0.7571452476235241	0.783736964910729	0.7148699622791345	0	PBXIP1
negative regulation of protein kinase activity	GO:0006469	1	345	74	18004	0.7618178754536801	0.7874525053860078	0.7052095573834705	0	TAB1
cation transmembrane transport	GO:0098655	1	345	74	18004	0.7618178754536801	0.7874525053860078	0.7052095573834705	0	SLC22A1
canonical Wnt signaling pathway	GO:0060070	1	345	74	18004	0.7618178754536801	0.7874525053860078	0.7052095573834705	0	PTEN
ubiquitin-dependent protein catabolic process	GO:0006511	4	345	270	18004	0.7634173013486935	0.7887319442167221	0.7731186258722491	0	USP20, XBP1, ZNRF3, TOLLIP
response to organic substance	GO:0010033	1	345	75	18004	0.7664008555410503	0.791064962581652	0.6958067632850241	0	CCND1
positive regulation of kinase activity	GO:0033674	1	345	75	18004	0.7664008555410503	0.791064962581652	0.6958067632850241	0	LMTK2
visual perception	GO:0007601	3	345	210	18004	0.7699462704338073	0.7943485410672345	0.7455072463768115	0	IRX5, CHRNB2, COL2A1
negative regulation of protein binding	GO:0032091	1	345	76	18004	0.7708959029382167	0.7949522289873526	0.686651411136537	0	ADNP
positive regulation of cytokine production	GO:0001819	1	345	77	18004	0.7753046999890207	0.7991207706408574	0.677733860342556	0	S100A13
transmembrane transport	GO:0055085	9	345	575	18004	0.7765378280739201	0.8000137000610391	0.8168166351606805	0	SLC45A3, SLC39A1, SLC22A3, ANO7, SLC22A1, SFXN2, SLC26A9, MFSD4A, SLC22A2
positive regulation of MAP kinase activity	GO:0043406	1	345	78	18004	0.7796288969557588	0.8024401247100094	0.6690449646971386	0	TAB1
determination of left/right symmetry	GO:0007368	1	345	78	18004	0.7796288969557588	0.8024401247100094	0.6690449646971386	0	MMP21
phagocytosis	GO:0006909	1	345	80	18004	0.7880299346036992	0.8103221534043695	0.6523188405797102	0	GATA2
negative regulation of protein phosphorylation	GO:0001933	1	345	80	18004	0.7880299346036992	0.8103221534043695	0.6523188405797102	0	PTEN
negative regulation of endopeptidase activity	GO:0010951	2	345	154	18004	0.797600776776718	0.8197772356974655	0.677733860342556	0	SPINT1, SPINT2
cilium assembly	GO:0060271	3	345	221	18004	0.7989157068857784	0.820741948524674	0.7084005508557938	0	WDPCP, ARL3, RAB17
positive regulation of cytosolic calcium ion concentration	GO:0007204	2	345	155	18004	0.8005346596966095	0.822017934462479	0.673361383824217	0	AVPR1B, GATA2
microtubule-based movement	GO:0007018	1	345	84	18004	0.8038859972407658	0.8250707576386401	0.6212560386473429	0	DYNC1I2
positive regulation of NF-kappaB transcription factor activity	GO:0051092	2	345	157	18004	0.8062897037893431	0.8271485625421248	0.6647835318009786	0	TRIM8, RIPK4
cellular response to calcium ion	GO:0071277	1	345	85	18004	0.8076616295517963	0.8277772622427011	0.6139471440750213	0	SYT12
protein ubiquitination	GO:0016567	9	345	594	18004	0.8073120766425939	0.8277772622427011	0.790689503732982	0	LRSAM1, TRIM3, UBE2Q1, TRIM8, VPS18, JADE2, ASB6, ZNRF3, ASB8
miRNA-mediated gene silencing by inhibition of translation	GO:0035278	1	345	87	18004	0.8149968335946209	0.8345108422863231	0.5998334166250209	0	TNRC6B
lipid transport	GO:0006869	2	345	160	18004	0.8146458972031663	0.8345108422863231	0.6523188405797102	0	ANO7, HDLBP
calcium-mediated signaling	GO:0019722	1	345	88	18004	0.8185591539040534	0.8373743091873662	0.5930171277997365	0	BHLHA15
cell adhesion	GO:0007155	10	345	661	18004	0.8185612229195162	0.8373743091873662	0.7894933017606175	0	LRRN2, PBXIP1, CD164, ITGB8, ADAM15, ITGA6, FERMT2, FARP2, TOR1A, ADGRG1
cell morphogenesis	GO:0000902	1	345	91	18004	0.8288409333887303	0.8474927687392503	0.5734671125975473	0	VDR
cell-cell signaling	GO:0007267	3	345	235	18004	0.8313183247115995	0.8496275849090902	0.6661979648473636	0	NUDT3, BHLHA15, ADGRG1
negative regulation of NF-kappaB transcription factor activity	GO:0032088	1	345	92	18004	0.8321374151619686	0.8500663711795098	0.5672337744171393	0	TAX1BP1
nervous system development	GO:0007399	8	345	552	18004	0.8341084480156702	0.8516809574542025	0.7563116992228524	0	ASCL2, MBNL1, TRIM3, PTEN, TCF4, STMN3, WDPCP, ADGRG1
blood coagulation	GO:0007596	1	345	95	18004	0.8416518332209303	0.8589811175736308	0.5493211289092296	0	GGCX
defense response to Gram-negative bacterium	GO:0050829	1	345	96	18004	0.8447022613549192	0.861691128164209	0.5435990338164252	0	NLRP10
positive regulation of cold-induced thermogenesis	GO:0120162	1	345	98	18004	0.8506284503254484	0.8669255374578518	0.5325051759834368	0	EBF2
B cell receptor signaling pathway	GO:0050853	1	345	98	18004	0.8506284503254484	0.8669255374578518	0.5325051759834368	0	LIME1
adaptive immune response	GO:0002250	5	345	377	18004	0.8518637356564553	0.8677789852717092	0.6921154807211779	0	RAPGEF3, NLRP10, CTSS, CD81, LIME1
wound healing	GO:0042060	1	345	99	18004	0.8535064344997175	0.8690464676208609	0.527126335821988	0	KRT6A
proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	2	345	177	18004	0.8561807571674181	0.871107193288817	0.5896667485466307	0	TRIM3, RAD23B
positive regulation of inflammatory response	GO:0050729	1	345	100	18004	0.8563291253604878	0.871107193288817	0.5218550724637682	0	NLRP10
axonogenesis	GO:0007409	1	345	101	18004	0.8590975822318261	0.8735160031923602	0.5166881905581863	0	LMTK2
biological_process	GO:0008150	8	345	576	18004	0.8658283998674532	0.8799495527077892	0.7247987117552335	0	PIK3C2B, ZNF79, TIMM23B, CEP57L1, MSMB, ACOXL, TMEM106C, KIAA0930
